-183.800, 80.199, 0.000,  0.000
-183.800, 80.200, 0.000,  0.020
-183.800, 80.200, 0.000,  0.420
-183.801, 80.201, 0.001,  0.820
-183.801, 80.201, 0.008,  1.220
-183.800, 80.200, 0.041,  1.620
-183.799, 80.198, 0.029,  2.020
-183.788, 80.183, 0.243,  2.420
-183.762, 80.147, 0.433,  2.820
-183.719, 80.090, 0.702,  3.220
-183.656, 80.000, 1.105,  3.620
-183.576, 79.864, 1.662,  4.020
-183.485, 79.675, 2.220,  4.420
-183.391, 79.440, 2.647,  4.820
-183.298, 79.177, 2.831,  5.220
-183.212, 78.914, 2.747,  5.620
-183.133, 78.665, 2.556,  6.020
-183.059, 78.437, 2.331,  6.420
-182.992, 78.230, 2.105,  6.820
-182.931, 78.047, 1.851,  7.220
-182.874, 77.882, 1.692,  7.620
-182.820, 77.728, 1.598,  8.020
-182.767, 77.579, 1.571,  8.420
-182.715, 77.427, 1.621,  8.820
-182.661, 77.264, 1.763,  9.220
-182.604, 77.080, 2.029,  9.620
-182.544, 76.867, 2.308, 10.020
-182.485, 76.633, 2.431, 10.420
-182.430, 76.402, 2.340, 10.820
-182.381, 76.184, 2.172, 11.220
-182.338, 75.987, 1.949, 11.620
-182.299, 75.807, 1.799, 12.020
-182.264, 75.636, 1.708, 12.420
-182.230, 75.471, 1.682, 12.820
-182.197, 75.302, 1.730, 13.220
-182.163, 75.124, 1.868, 13.620
-182.128, 74.924, 2.126, 14.020
-182.091, 74.696, 2.398, 14.420
-182.054, 74.444, 2.619, 14.820
-182.018, 74.178, 2.685, 15.220
-181.986, 73.919, 2.558, 15.620
-181.958, 73.678, 2.363, 16.020
-181.933, 73.460, 2.114, 16.420
-181.912, 73.261, 1.953, 16.820
-181.893, 73.073, 1.857, 17.220
-181.875, 72.890, 1.827, 17.620
-181.857, 72.705, 1.874, 18.020
-181.840, 72.509, 2.011, 18.420
-181.822, 72.293, 2.255, 18.820
-181.804, 72.050, 2.525, 19.220
-181.785, 71.782, 2.775, 19.620
-181.766, 71.496, 2.880, 20.020
-181.750, 71.216, 2.761, 20.420
-181.735, 70.956, 2.541, 20.820
-181.723, 70.715, 2.360, 21.220
-181.712, 70.487, 2.250, 21.620
-181.702, 70.265, 2.215, 22.020
-181.692, 70.041, 2.252, 22.420
-181.683, 69.808, 2.377, 22.820
-181.674, 69.558, 2.573, 23.220
-181.664, 69.286, 2.809, 23.620
-181.655, 68.990, 3.032, 24.020
-181.646, 68.680, 3.117, 24.420
-181.638, 68.377, 2.979, 24.820
-181.631, 68.095, 2.743, 25.220
-181.625, 67.835, 2.544, 25.620
-181.620, 67.590, 2.415, 26.020
-181.615, 67.352, 2.370, 26.420
-181.611, 67.112, 2.406, 26.820
-181.607, 66.864, 2.517, 27.220
-181.602, 66.601, 2.700, 27.620
-181.598, 66.315, 2.951, 28.020
-181.594, 66.002, 3.224, 28.420
-181.589, 65.665, 3.456, 28.820
-181.585, 65.313, 3.534, 29.220
-181.582, 64.970, 3.371, 29.620
-181.579, 64.650, 3.114, 30.020
-181.576, 64.355, 2.885, 30.420
-181.574, 64.078, 2.725, 30.820
-181.572, 63.810, 2.651, 31.220
-181.570, 63.544, 2.664, 31.620
-181.568, 63.271, 2.758, 32.020
-181.566, 62.985, 2.928, 32.420
-181.564, 62.676, 3.171, 32.820
-181.562, 62.341, 3.460, 33.220
-181.560, 61.977, 3.740, 33.620
-181.558, 61.589, 3.957, 34.020
-181.557, 61.189, 4.005, 34.420
-181.555, 60.801, 3.807, 34.820
-181.554, 60.440, 3.525, 35.220
-181.553, 60.105, 3.263, 35.620
-181.552, 59.792, 3.069, 36.020
-181.551, 59.492, 2.963, 36.420
-181.550, 59.197, 2.949, 36.820
-181.549, 58.897, 3.024, 37.220
-181.548, 58.584, 3.178, 37.620
-181.547, 58.252, 3.411, 38.020
-181.546, 57.892, 3.712, 38.420
-181.545, 57.499, 4.039, 38.820
-181.544, 57.077, 4.333, 39.220
-181.543, 56.630, 4.551, 39.620
-181.542, 56.171, 4.592, 40.020
-181.541, 55.726, 4.373, 40.420
-181.540, 55.310, 4.063, 40.820
-181.540, 54.924, 3.763, 41.220
-181.539, 54.564, 3.526, 41.620
-181.538, 54.221, 3.378, 42.020
-181.538, 53.886, 3.328, 42.420
-181.537, 53.550, 3.375, 42.820
-181.536, 53.203, 3.510, 43.220
-181.536, 52.838, 3.726, 43.620
-181.535, 52.447, 4.016, 44.020
-181.534, 52.024, 4.357, 44.420
-181.533, 51.566, 4.706, 44.820
-181.533, 51.076, 5.020, 45.220
-181.532, 50.559, 5.261, 45.620
-181.531, 50.027, 5.330, 46.020
-181.530, 49.507, 5.129, 46.420
-181.530, 49.016, 4.805, 46.820
-181.529, 48.559, 4.452, 47.220
-181.528, 48.134, 4.157, 47.620
-181.528, 47.732, 3.952, 48.020
-181.527, 47.343, 3.851, 48.420
-181.526, 46.957, 3.857, 48.820
